county,zip,address,snapshot
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2020-11-24 07:22:49
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2020-11-24 07:22:49
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2020-11-24 07:22:49
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2020-11-24 07:22:49
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2020-11-24 07:22:49
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2020-11-24 07:22:49
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2020-11-24 07:22:49
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2020-11-24 07:22:49
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2020-11-24 07:22:49
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2020-11-24 07:22:49
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2020-11-24 07:22:49
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2020-11-24 07:22:49
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2020-11-24 07:22:49
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2020-11-24 07:22:49
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2020-11-24 07:22:49
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2020-11-24 07:22:49
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2020-11-24 07:22:49
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2020-11-24 07:22:49
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2020-11-24 07:22:49
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2020-11-24 07:22:49
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2020-11-24 07:22:49
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2020-11-24 07:22:49
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2020-11-24 07:22:49
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2020-11-24 07:22:49
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2020-11-24 07:22:49
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2020-11-24 07:22:49
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2020-11-24 07:22:49
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2020-11-24 07:22:49
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2020-11-24 07:22:49
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2020-11-24 07:22:49
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2020-11-24 07:22:49
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2020-11-24 07:22:49
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2020-11-24 07:22:49
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2020-11-24 07:22:49
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2020-11-24 07:22:49
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2020-11-24 07:22:49
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2020-11-24 07:22:49
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2020-11-24 07:22:49
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2020-11-24 07:22:49
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2020-11-24 07:22:49
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2020-11-24 07:22:49
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2020-11-24 07:22:49
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2020-11-24 07:22:49
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2020-11-24 07:22:49
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2020-11-24 07:22:49
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2020-11-24 07:22:49
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2020-11-24 07:22:49
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2020-11-24 07:22:49
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2020-11-24 07:22:49
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2014-12-13 08:31:47
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2014-12-13 08:31:47
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2014-12-13 08:31:47
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2014-12-13 08:31:47
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2014-12-13 08:31:47
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2014-12-13 08:31:47
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2014-12-13 08:31:47
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2014-12-13 08:31:47
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2014-12-13 08:31:47
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2014-12-13 08:31:47
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2014-12-13 08:31:47
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2014-12-13 08:31:47
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2014-12-13 08:31:47
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2014-12-13 08:31:47
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2014-12-13 08:31:47
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2014-12-13 08:31:47
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2014-12-13 08:31:47
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2014-12-13 08:31:47
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2014-12-13 08:31:47
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2014-12-13 08:31:47
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2014-12-13 08:31:47
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2014-12-13 08:31:47
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2014-12-13 08:31:47
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2014-12-13 08:31:47
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2014-12-13 08:31:47
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2014-12-13 08:31:47
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2014-12-13 08:31:47
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2014-12-13 08:31:47
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2014-12-13 08:31:47
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2014-12-13 08:31:47
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2014-12-13 08:31:47
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2014-12-13 08:31:47
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2014-12-13 08:31:47
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2014-12-13 08:31:47
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2014-12-13 08:31:47
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2014-12-13 08:31:47
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2014-12-13 08:31:47
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2014-12-13 08:31:47
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2014-12-13 08:31:47
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2014-12-13 08:31:47
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2014-12-13 08:31:47
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2014-12-13 08:31:47
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2014-12-13 08:31:47
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2014-12-13 08:31:47
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2014-12-13 08:31:47
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2014-12-13 08:31:47
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2014-12-13 08:31:47
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2014-12-13 08:31:47
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2014-12-13 08:31:47
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2014-12-13 08:31:47
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2014-12-13 08:31:47
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2014-12-13 08:31:47
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2014-12-13 08:31:47
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2014-12-13 08:31:47
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2014-12-13 08:31:47
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2014-12-13 08:31:47
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2014-12-13 08:31:47
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2014-12-13 08:31:47
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2014-12-13 08:31:47
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2014-12-13 08:31:47
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2014-12-13 08:31:47
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2014-12-13 08:31:47
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2014-12-13 08:31:47
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2014-12-13 08:31:47
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2014-12-13 08:31:47
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2014-12-13 08:31:47
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2014-12-13 08:31:47
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2014-12-13 08:31:47
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2014-12-13 08:31:47
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2014-12-13 08:31:47
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2014-12-13 08:31:47
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2014-12-13 08:31:47
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2014-12-13 08:31:47
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2014-12-13 08:31:47
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2014-12-13 08:31:47
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2014-12-13 08:31:47
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2014-12-13 08:31:47
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2014-12-13 08:31:47
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2014-12-13 08:31:47
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2014-12-13 08:31:47
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2014-12-13 08:31:47
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2014-12-13 08:31:47
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2014-12-13 08:31:47
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2014-12-13 08:31:47
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2014-12-13 08:31:47
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2014-12-13 08:31:47
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2014-12-13 08:31:47
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2014-12-13 08:31:47
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2014-12-13 08:31:47
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2014-12-13 08:31:47
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2014-12-13 08:31:47
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2014-12-13 08:31:47
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2014-12-13 08:31:47
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2014-12-13 08:31:47
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2014-12-13 08:31:47
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2014-12-13 08:31:47
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2014-12-13 08:31:47
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2014-12-13 08:31:47
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2014-12-13 08:31:47
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2014-12-13 08:31:47
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2017-08-02 23:09:56
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2017-08-02 23:09:56
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2017-08-02 23:09:56
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2017-08-02 23:09:56
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2017-08-02 23:09:56
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2017-08-02 23:09:56
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2017-08-02 23:09:56
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2017-08-02 23:09:56
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2017-08-02 23:09:56
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2017-08-02 23:09:56
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2017-08-02 23:09:56
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2017-08-02 23:09:56
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2017-08-02 23:09:56
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2017-08-02 23:09:56
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2017-08-02 23:09:56
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2017-08-02 23:09:56
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-08-02 23:09:56
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2017-08-02 23:09:56
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2017-08-02 23:09:56
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2017-08-02 23:09:56
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2017-08-02 23:09:56
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2017-08-02 23:09:56
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2017-08-02 23:09:56
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2017-08-02 23:09:56
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2017-08-02 23:09:56
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2017-08-02 23:09:56
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2017-08-02 23:09:56
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2017-08-02 23:09:56
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2017-08-02 23:09:56
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2017-08-02 23:09:56
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2017-08-02 23:09:56
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-08-02 23:09:56
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2017-08-02 23:09:56
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2017-08-02 23:09:56
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2017-08-02 23:09:56
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2017-08-02 23:09:56
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2017-08-02 23:09:56
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2017-08-02 23:09:56
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2017-08-02 23:09:56
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2017-08-02 23:09:56
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-08-02 23:09:56
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2017-08-02 23:09:56
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2017-08-02 23:09:56
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2017-08-02 23:09:56
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2017-08-02 23:09:56
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2017-08-02 23:09:56
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2017-08-02 23:09:56
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2017-08-02 23:09:56
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2017-08-02 23:09:56
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2017-08-02 23:09:56
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2017-08-02 23:09:56
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2017-08-02 23:09:56
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2017-08-02 23:09:56
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2017-08-02 23:09:56
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2017-08-02 23:09:56
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2017-08-02 23:09:56
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2017-08-02 23:09:56
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2017-08-02 23:09:56
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2017-08-02 23:09:56
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2017-08-02 23:09:56
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2017-08-02 23:09:56
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2017-08-02 23:09:56
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2017-08-02 23:09:56
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2017-08-02 23:09:56
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2017-08-02 23:09:56
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2017-08-02 23:09:56
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2017-08-02 23:09:56
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2017-08-02 23:09:56
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2017-08-02 23:09:56
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2017-08-02 23:09:56
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2017-08-02 23:09:56
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2017-08-02 23:09:56
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2017-08-02 23:09:56
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-08-02 23:09:56
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2017-08-02 23:09:56
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2017-08-02 23:09:56
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2017-08-02 23:09:56
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2017-08-02 23:09:56
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2017-08-02 23:09:56
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2017-08-02 23:09:56
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2017-08-02 23:09:56
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2017-08-02 23:09:56
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2017-08-02 23:09:56
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2017-08-02 23:09:56
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2017-08-02 23:09:56
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2017-08-02 23:09:56
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2017-08-02 23:09:56
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2017-08-02 23:09:56
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2017-08-02 23:09:56
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2017-08-02 23:09:56
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2017-08-02 23:09:56
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2017-08-02 23:09:56
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2017-08-02 23:09:56
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2017-08-02 23:09:56
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2017-08-02 23:09:56
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2017-08-02 23:09:56
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2017-08-02 23:09:56
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2017-08-02 23:09:56
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2017-08-02 23:09:56
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2017-08-02 23:09:56
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2021-01-18 11:40:14
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-01-18 11:40:14
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2021-01-18 11:40:14
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2021-01-18 11:40:14
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2021-01-18 11:40:14
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-01-18 11:40:14
